,PMID,Eligible,Model,Disease,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
824,33720988,Yes,Compartmental,Covid-19,Modelling the impact of interventions on the progress of the COVID-19 outbreak including age segregation,"Rodríguez J, Patón M, Uratani JM, Acuña JM.",PLoS One. 2021 Mar 15;16(3):e0248243. doi: 10.1371/journal.pone.0248243. eCollection 2021.,Rodríguez J,PLoS One,2021,2021/03/15,PMC7959345,,10.1371/journal.pone.0248243
825,33719356,Yes,Compartmental,Ebola,A fractional order epidemic model for the simulation of outbreaks of Ebola,"Pan W, Li T, Ali S.",Adv Differ Equ. 2021;2021(1):161. doi: 10.1186/s13662-021-03272-5. Epub 2021 Mar 10.,Pan W,Adv Differ Equ,2021,2021/03/15,PMC7943714,,10.1186/s13662-021-03272-5
826,33712416,Yes,Agent-based,Covid-19,"Anatomy of digital contact tracing: Role of age, transmission setting, adoption, and case detection","Moreno López JA, Arregui García B, Bentkowski P, Bioglio L, Pinotti F, Boëlle PY, Barrat A, Colizza V, Poletto C.",Sci Adv. 2021 Apr 9;7(15):eabd8750. doi: 10.1126/sciadv.abd8750. Print 2021 Apr.,Moreno López JA,Sci Adv,2021,2021/03/13,PMC8034853,,10.1126/sciadv.abd8750
827,33711969,Yes,Agent-based,Measles,Using a hybrid agent-based and equation based model to test school closure policies during a measles outbreak,"Hunter E, Kelleher JD.",BMC Public Health. 2021 Mar 12;21(1):499. doi: 10.1186/s12889-021-10513-5.,Hunter E,BMC Public Health,2021,2021/03/13,PMC7953375,,10.1186/s12889-021-10513-5
828,33711939,Yes,Spatiotemporal,General (theoretical model),A spatiotemporal simulation study on the transmission of harmful microorganisms through connected healthcare workers in a hospital ward setting,"van Niekerk JM, Stein A, Doting MHE, Lokate M, Braakman-Jansen LMA, van Gemert-Pijnen JEWC.",BMC Infect Dis. 2021 Mar 12;21(1):260. doi: 10.1186/s12879-021-05954-7.,van Niekerk JM,BMC Infect Dis,2021,2021/03/13,PMC7953685,,10.1186/s12879-021-05954-7
829,33711799,Yes,Spatiotemporal,Covid-19,Analyzing Cross-country Pandemic Connectedness During COVID-19 Using a Spatial-Temporal Database: Network Analysis,"Chu AM, Chan JN, Tsang JT, Tiwari A, So MK.",JMIR Public Health Surveill. 2021 Mar 29;7(3):e27317. doi: 10.2196/27317.,Chu AM,JMIR Public Health Surveill,2021,2021/03/12,PMC8088858,,10.2196/27317
830,33709095,Yes,Compartmental,Covid-19,Impact of age-selective vs non-selective physical-distancing measures against coronavirus disease 2019: a mathematical modelling study,"Ortega-Quijano D, Ortega-Quijano N.",Int J Epidemiol. 2021 Aug 30;50(4):1114-1123. doi: 10.1093/ije/dyab043.,Ortega-Quijano D,Int J Epidemiol,2021,2021/03/12,PMC7989432,,10.1093/ije/dyab043
831,33707546,Yes,Compartmental,Covid-19,Determining the level of social distancing necessary to avoid future COVID-19 epidemic waves: a modelling study for North East London,"Cheetham N, Waites W, Ebyarimpa I, Leber W, Brennan K, Panovska-Griffiths J.",Sci Rep. 2021 Mar 11;11(1):5806. doi: 10.1038/s41598-021-84907-1.,Cheetham N,Sci Rep,2021,2021/03/12,PMC7952900,,10.1038/s41598-021-84907-1
832,33706731,Yes,Agent-based,Malaria,Agent-based modeling of malaria control through mosquito aquatic habitats management in a traditional sub-Sahara grouping,"Layie P, Kamla VC, Kamgang JC, Wono YE.",BMC Public Health. 2021 Mar 11;21(1):487. doi: 10.1186/s12889-020-10150-4.,Layie P,BMC Public Health,2021,2021/03/12,PMC7953772,,10.1186/s12889-020-10150-4
833,33686377,Yes,Spatiotemporal,Covid-19,Quantifying compliance with COVID-19 mitigation policies in the US: A mathematical modeling study,"Yamamoto N, Jiang B, Wang H.",Infect Dis Model. 2021;6:503-513. doi: 10.1016/j.idm.2021.02.004. Epub 2021 Mar 4.,Yamamoto N,Infect Dis Model,2021,2021/03/09,PMC7930736,,10.1016/j.idm.2021.02.004
834,33612959,Yes,Compartmental,Covid-19,Using a genetic algorithm to fit parameters of a COVID-19 SEIR model for US states,Yarsky P.,Math Comput Simul. 2021 Jul;185:687-695. doi: 10.1016/j.matcom.2021.01.022. Epub 2021 Feb 13.,Yarsky P,Math Comput Simul,2021,2021/02/22,PMC7881743,,10.1016/j.matcom.2021.01.022
835,33558783,Yes,Compartmental,Covid-19,The optimal lockdown intensity for COVID-19,"Caulkins JP, Grass D, Feichtinger G, Hartl RF, Kort PM, Prskawetz A, Seidl A, Wrzaczek S.",J Math Econ. 2021 Mar;93:102489. doi: 10.1016/j.jmateco.2021.102489. Epub 2021 Feb 3.,Caulkins JP,J Math Econ,2021,2021/02/09,PMC7857053,,10.1016/j.jmateco.2021.102489
836,33551582,Yes,Compartmental,General (theoretical model),The periodic traveling waves in a diffusive periodic SIR epidemic model with nonlinear incidence,"Wu W, Teng Z.",Chaos Solitons Fractals. 2021 Mar;144:110683. doi: 10.1016/j.chaos.2021.110683. Epub 2021 Jan 21.,Wu W,Chaos Solitons Fractals,2021,2021/02/08,PMC7854288,,10.1016/j.chaos.2021.110683
837,33519124,Yes,Compartmental,Covid-19,A SIR-type model describing the successive waves of COVID-19,"Muñoz-Fernández GA, Seoane JM, Seoane-Sepúlveda JB.",Chaos Solitons Fractals. 2021 Mar;144:110682. doi: 10.1016/j.chaos.2021.110682. Epub 2021 Jan 14.,Muñoz-Fernández GA,Chaos Solitons Fractals,2021,2021/02/01,PMC7836270,,10.1016/j.chaos.2021.110682
838,33519102,Yes,Compartmental,Covid-19,Effective epidemic model for COVID-19 using accumulated deaths,"Nakamura G, Grammaticos B, Deroulers C, Badoual M.",Chaos Solitons Fractals. 2021 Mar;144:110667. doi: 10.1016/j.chaos.2021.110667. Epub 2021 Jan 23.,Nakamura G,Chaos Solitons Fractals,2021,2021/02/01,PMC7826015,,10.1016/j.chaos.2021.110667
839,33495675,Yes,Compartmental,Covid-19,COVID-19 pandemic models revisited with a new proposal: Plenty of epidemiological models outcast the simple population dynamics solution,"Paul A, Reja S, Kundu S, Bhattacharya S.",Chaos Solitons Fractals. 2021 Mar;144:110697. doi: 10.1016/j.chaos.2021.110697. Epub 2021 Jan 19.,Paul A,Chaos Solitons Fractals,2021,2021/01/26,PMC7817444,,10.1016/j.chaos.2021.110697
840,33424141,Yes,Compartmental,Covid-19,COVID-19: Analytic results for a modified SEIR model and comparison of different intervention strategies,"Das A, Dhar A, Goyal S, Kundu A, Pandey S.",Chaos Solitons Fractals. 2021 Mar;144:110595. doi: 10.1016/j.chaos.2020.110595. Epub 2021 Jan 5.,Das A,Chaos Solitons Fractals,2021,2021/01/11,PMC7785284,,10.1016/j.chaos.2020.110595
841,33705424,Yes,Compartmental,Covid-19,An epidemic model for non-first-order transmission kinetics,"Mun EY, Geng F.",PLoS One. 2021 Mar 11;16(3):e0247512. doi: 10.1371/journal.pone.0247512. eCollection 2021.,Mun EY,PLoS One,2021,2021/03/11,PMC7951879,,10.1371/journal.pone.0247512
842,33691815,Yes,Time Series,Covid-19,Analysis of the early COVID-19 epidemic curve in Germany by regression models with change points,"Küchenhoff H, Günther F, Höhle M, Bender A.",Epidemiol Infect. 2021 Mar 11;149:e68. doi: 10.1017/S0950268821000558.,Küchenhoff H,Epidemiol Infect,2021,2021/03/11,PMC7985895,,10.1017/S0950268821000558
843,33690150,Yes,Time Series,Covid-19,Antimicrobial stewardship in the UK during the COVID-19 pandemic: a population-based cohort study and interrupted time-series analysis,"Rezel-Potts E, L'Esperance V, Gulliford MC.",Br J Gen Pract. 2021 Apr 29;71(706):e331-e338. doi: 10.3399/BJGP.2020.1051. Print 2021 May.,Rezel-Potts E,Br J Gen Pract,2021,2021/03/10,PMC8049219,,10.3399/BJGP.2020.1051
844,33690143,Yes,Time Series,Covid-19,The Causality Inference of Public Interest in Restaurants and Bars on Daily COVID-19 Cases in the United States: Google Trends Analysis,"Asgari Mehrabadi M, Dutt N, Rahmani AM.",JMIR Public Health Surveill. 2021 Apr 6;7(4):e22880. doi: 10.2196/22880.,Asgari Mehrabadi M,JMIR Public Health Surveill,2021,2021/03/10,PMC8025919,,10.2196/22880
845,33612918,Yes,Compartmental,General (theoretical model),Mortality containment vs. Economics Opening: Optimal policies in a SEIARD model,"Aspri A, Beretta E, Gandolfi A, Wasmer E.",J Math Econ. 2021 Mar;93:102490. doi: 10.1016/j.jmateco.2021.102490. Epub 2021 Feb 14.,Aspri A,J Math Econ,2021,2021/02/22,PMC7882223,,10.1016/j.jmateco.2021.102490
846,33324027,Yes,Compartmental,General (theoretical model),Taming the spread of an epidemic by lockdown policies,"Federico S, Ferrari G.",J Math Econ. 2021 Mar;93:102453. doi: 10.1016/j.jmateco.2020.102453. Epub 2020 Dec 8.,Federico S,J Math Econ,2021,2020/12/16,PMC7728404,,10.1016/j.jmateco.2020.102453
847,33686939,Yes,Spatiotemporal,Malaria,Spatio-temporal associations between deforestation and malaria incidence in Lao PDR,"Rerolle F, Dantzer E, Lover AA, Marshall JM, Hongvanthong B, Sturrock HJ, Bennett A.",Elife. 2021 Mar 9;10:e56974. doi: 10.7554/eLife.56974.,Rerolle F,Elife,2021,2021/03/09,PMC8024023,,10.7554/eLife.56974
848,33686125,Yes,Spatiotemporal,Covid-19,"Modelling and predicting the spatio-temporal spread of COVID-19, associated deaths and impact of key risk factors in England","Sartorius B, Lawson AB, Pullan RL.",Sci Rep. 2021 Mar 8;11(1):5378. doi: 10.1038/s41598-021-83780-2.,Sartorius B,Sci Rep,2021,2021/03/09,PMC7940626,,10.1038/s41598-021-83780-2
849,33686075,Yes,Time Series,Covid-19,Real-time tracking and prediction of COVID-19 infection using digital proxies of population mobility and mixing,"Leung K, Wu JT, Leung GM.",Nat Commun. 2021 Mar 8;12(1):1501. doi: 10.1038/s41467-021-21776-2.,Leung K,Nat Commun,2021,2021/03/09,PMC7940469,,10.1038/s41467-021-21776-2
850,33684415,Yes,Time Series,Covid-19,"Influence of temperature, and of relative and absolute humidity on COVID-19 incidence in England - A multi-city time-series study","Nottmeyer LN, Sera F.",Environ Res. 2021 May;196:110977. doi: 10.1016/j.envres.2021.110977. Epub 2021 Mar 6.,Nottmeyer LN,Environ Res,2021,2021/03/08,PMC7935674,,10.1016/j.envres.2021.110977
851,33684126,Yes,Time Series,Rift valley fever,"The role of livestock movements in the spread of Rift Valley fever virus in animals and humans in Mayotte, 2018-19","Kim Y, Métras R, Dommergues L, Youssouffi C, Combo S, Le Godais G, Pfeiffer DU, Cêtre-Sossah C, Cardinale E, Filleul L, Youssouf H, Subiros M, Fournié G.",PLoS Negl Trop Dis. 2021 Mar 8;15(3):e0009202. doi: 10.1371/journal.pntd.0009202. eCollection 2021 Mar.,Kim Y,PLoS Negl Trop Dis,2021,2021/03/08,PMC7939299,,10.1371/journal.pntd.0009202
852,33682078,Yes,Compartmental,Covid-19,Mathematical computations on epidemiology: a case study of the novel coronavirus (SARS-CoV-2),"Batabyal S, Batabyal A.",Theory Biosci. 2021 Jun;140(2):123-138. doi: 10.1007/s12064-021-00339-5. Epub 2021 Mar 7.,Batabyal S,Theory Biosci,2021,2021/03/08,PMC7937432,,10.1007/s12064-021-00339-5
853,33678904,Yes,Compartmental,General (theoretical model),Optimal Immunity Control and Final Size Minimization by Social Distancing for the SIR Epidemic Model,"Bliman PA, Duprez M, Privat Y, Vauchelet N.",J Optim Theory Appl. 2021;189(2):408-436. doi: 10.1007/s10957-021-01830-1. Epub 2021 Mar 1.,Bliman PA,J Optim Theory Appl,2021,2021/03/08,PMC7918002,,10.1007/s10957-021-01830-1
854,33678199,Yes,Spatiotemporal,Covid-19,The spatio-temporal distribution of COVID-19 infection in England between January and June 2020,"Elson R, Davies TM, Lake IR, Vivancos R, Blomquist PB, Charlett A, Dabrera G.",Epidemiol Infect. 2021 Mar 8;149:e73. doi: 10.1017/S0950268821000534.,Elson R,Epidemiol Infect,2021,2021/03/08,PMC7985908,,10.1017/S0950268821000534
855,33676092,Yes,Time Series,TB and mycobacteria,Bayesian evidence synthesis to estimate subnational TB incidence: An application in Brazil,"Chitwood MH, Pelissari DM, Drummond Marques da Silva G, Bartholomay P, Rocha MS, Sanchez M, Arakaki-Sanchez D, Glaziou P, Cohen T, Castro MC, Menzies NA.",Epidemics. 2021 Jun;35:100443. doi: 10.1016/j.epidem.2021.100443. Epub 2021 Feb 20.,Chitwood MH,Epidemics,2021,2021/03/06,PMC8252152,NIHMS1715755,10.1016/j.epidem.2021.100443
856,33673819,Yes,Spatiotemporal,Covid-19,Spatiotemporal heterogeneity and its determinants of COVID-19 transmission in typical labor export provinces of China,"Wang L, Xu C, Wang J, Qiao J, Yan M, Zhu Q.",BMC Infect Dis. 2021 Mar 5;21(1):242. doi: 10.1186/s12879-021-05926-x.,Wang L,BMC Infect Dis,2021,2021/03/06,PMC7935008,,10.1186/s12879-021-05926-x
857,33672496,Yes,Agent-based,Rabies/ Lyssavirus,Modeling Mongoose Rabies in the Caribbean: A Model-Guided Fieldwork Approach to Identify Research Priorities,"Sauvé CC, Rees EE, Gilbert AT, Berentsen AR, Allibert A, Leighton PA.",Viruses. 2021 Feb 20;13(2):323. doi: 10.3390/v13020323.,Sauvé CC,Viruses,2021,2021/03/06,PMC7923793,,10.3390/v13020323
858,33671423,Yes,Spatiotemporal,HFMD,Spatial and Temporal Characteristics of Hand-Foot-and-Mouth Disease and Its Response to Climate Factors in the Ili River Valley Region of China,"Yi S, Wang H, Yang S, Xie L, Gao Y, Ma C.",Int J Environ Res Public Health. 2021 Feb 17;18(4):1954. doi: 10.3390/ijerph18041954.,Yi S,Int J Environ Res Public Health,2021,2021/03/06,PMC7923010,,10.3390/ijerph18041954
859,33667241,Yes,Compartmental,Covid-19,"Control strategies for COVID-19 epidemic with vaccination, shield immunity and quarantine: A metric temporal logic approach","Xu Z, Wu B, Topcu U.",PLoS One. 2021 Mar 5;16(3):e0247660. doi: 10.1371/journal.pone.0247660. eCollection 2021.,Xu Z,PLoS One,2021,2021/03/05,PMC7935317,,10.1371/journal.pone.0247660
860,33667173,Yes,Compartmental,Covid-19,Community and Campus COVID-19 Risk Uncertainty Under University Reopening Scenarios: Model-Based Analysis,"Benneyan J, Gehrke C, Ilies I, Nehls N.",JMIR Public Health Surveill. 2021 Apr 7;7(4):e24292. doi: 10.2196/24292.,Benneyan J,JMIR Public Health Surveill,2021,2021/03/05,PMC8030657,,10.2196/24292
861,33665042,Yes,Spatiotemporal,Covid-19,Spatial temporal distribution of COVID-19 risk during the early phase of the pandemic in Malawi,"Ngwira A, Kumwenda F, Munthali ECS, Nkolokosa D.",PeerJ. 2021 Feb 24;9:e11003. doi: 10.7717/peerj.11003. eCollection 2021.,Ngwira A,PeerJ,2021,2021/03/05,PMC7912604,,10.7717/peerj.11003
862,33623733,Yes,Compartmental,Covid-19,Sensitivity analysis and optimal control of COVID-19 dynamics based on SEIQR model,"Hussain T, Ozair M, Ali F, Rehman SU, Assiri TA, Mahmoud EE.",Results Phys. 2021 Mar;22:103956. doi: 10.1016/j.rinp.2021.103956. Epub 2021 Feb 18.,Hussain T,Results Phys,2021,2021/02/24,PMC7889458,,10.1016/j.rinp.2021.103956
863,33623731,Yes,Compartmental,Covid-19,Mathematical analysis of COVID-19 by using SIR model with convex incidence rate,"Din RU, Algehyne EA.",Results Phys. 2021 Apr;23:103970. doi: 10.1016/j.rinp.2021.103970. Epub 2021 Feb 19.,Din RU,Results Phys,2021,2021/02/24,PMC7893319,,10.1016/j.rinp.2021.103970
864,33520615,Yes,Compartmental,Covid-19,Numerical study of fractional order COVID-19 pandemic transmission model in context of ABO blood group,"Higazy M, Allehiany FM, Mahmoud EE.",Results Phys. 2021 Mar;22:103852. doi: 10.1016/j.rinp.2021.103852. Epub 2021 Jan 25.,Higazy M,Results Phys,2021,2021/02/01,PMC7830289,,10.1016/j.rinp.2021.103852
865,33661904,Yes,Spatiotemporal,Dengue,Probabilistic seasonal dengue forecasting in Vietnam: A modelling study using superensembles,"Colón-González FJ, Soares Bastos L, Hofmann B, Hopkin A, Harpham Q, Crocker T, Amato R, Ferrario I, Moschini F, James S, Malde S, Ainscoe E, Sinh Nam V, Quang Tan D, Duc Khoa N, Harrison M, Tsarouchi G, Lumbroso D, Brady OJ, Lowe R.",PLoS Med. 2021 Mar 4;18(3):e1003542. doi: 10.1371/journal.pmed.1003542. eCollection 2021 Mar.,Colón-González FJ,PLoS Med,2021,2021/03/04,PMC7971894,,10.1371/journal.pmed.1003542
866,33661888,Yes,Compartmental,General (theoretical model),"Testing, tracing and isolation in compartmental models","Sturniolo S, Waites W, Colbourn T, Manheim D, Panovska-Griffiths J.",PLoS Comput Biol. 2021 Mar 4;17(3):e1008633. doi: 10.1371/journal.pcbi.1008633. eCollection 2021 Mar.,Sturniolo S,PLoS Comput Biol,2021,2021/03/04,PMC7932151,,10.1371/journal.pcbi.1008633
867,33649692,Yes,Compartmental,Covid-19,Adaptive mesh refinement and coarsening for diffusion-reaction epidemiological models,"Grave M, Coutinho ALGA.",Comput Mech. 2021 Feb 25:1-23. doi: 10.1007/s00466-021-01986-7. Online ahead of print.,Grave M,Comput Mech,2021,2021/03/02,PMC7905202,,10.1007/s00466-021-01986-7
868,33651819,Yes,Agent-based,Covid-19,"V-, U-, L- or W-shaped economic recovery after Covid-19: Insights from an Agent Based Model","Sharma D, Bouchaud JP, Gualdi S, Tarzia M, Zamponi F.",PLoS One. 2021 Mar 2;16(3):e0247823. doi: 10.1371/journal.pone.0247823. eCollection 2021.,Sharma D,PLoS One,2021,2021/03/02,PMC7924750,,10.1371/journal.pone.0247823
869,33623480,Yes,Time Series,Covid-19,Monitoring and forecasting the COVID-19 epidemic in the UK,"Young PC, Chen F.",Annu Rev Control. 2021;51:488-499. doi: 10.1016/j.arcontrol.2021.01.004. Epub 2021 Feb 18.,Young PC,Annu Rev Control,2021,2021/02/24,PMC7891108,,10.1016/j.arcontrol.2021.01.004
870,33614571,Yes,Spatiotemporal,Covid-19,Socioeconomically Disadvantaged Neighborhoods Face Increased Persistence of SARS-CoV-2 Clusters,"De Ridder D, Sandoval J, Vuilleumier N, Azman AS, Stringhini S, Kaiser L, Joost S, Guessous I.",Front Public Health. 2021 Jan 27;8:626090. doi: 10.3389/fpubh.2020.626090. eCollection 2020.,De Ridder D,Front Public Health,2021,2021/02/22,PMC7894360,,10.3389/fpubh.2020.626090
871,33647029,Yes,Spatiotemporal,Malaria,"Modelling of malaria risk, rates, and trends: A spatiotemporal approach for identifying and targeting sub-national areas of high and low burden","Lubinda J, Bi Y, Hamainza B, Haque U, Moore AJ.",PLoS Comput Biol. 2021 Mar 1;17(3):e1008669. doi: 10.1371/journal.pcbi.1008669. eCollection 2021 Mar.,Lubinda J,PLoS Comput Biol,2021,2021/03/01,PMC7951982,,10.1371/journal.pcbi.1008669
872,33643810,Yes,Spatiotemporal,Covid-19,Exploring spatiotemporal effects of the driving factors on COVID-19 incidences in the contiguous United States,"Maiti A, Zhang Q, Sannigrahi S, Pramanik S, Chakraborti S, Cerda A, Pilla F.",Sustain Cities Soc. 2021 May;68:102784. doi: 10.1016/j.scs.2021.102784. Epub 2021 Feb 19.,Maiti A,Sustain Cities Soc,2021,2021/03/01,PMC7894099,,10.1016/j.scs.2021.102784
873,33643707,Yes,Compartmental,Covid-19,Estimation of parameters for a humidity-dependent compartmental model of the COVID-19 outbreak,"Farkas C, Iclanzan D, Olteán-Péter B, Vekov G.",PeerJ. 2021 Feb 18;9:e10790. doi: 10.7717/peerj.10790. eCollection 2021.,Farkas C,PeerJ,2021,2021/03/01,PMC7897412,,10.7717/peerj.10790
874,33643496,Yes,Time Series,Covid-19,A Comparison: Prediction of Death and Infected COVID-19 Cases in Indonesia Using Time Series Smoothing and LSTM Neural Network,"Rasjid ZE, Setiawan R, Effendi A.",Procedia Comput Sci. 2021;179:982-988. doi: 10.1016/j.procs.2021.01.102. Epub 2021 Feb 19.,Rasjid ZE,Procedia Comput Sci,2021,2021/03/01,PMC7894084,,10.1016/j.procs.2021.01.102
875,33643473,Yes,Agent-based,Covid-19,"An Agent-Based Modeling of COVID-19: Validation, Analysis, and Recommendations","Shamil MS, Farheen F, Ibtehaz N, Khan IM, Rahman MS.",Cognit Comput. 2021 Feb 19:1-12. doi: 10.1007/s12559-020-09801-w. Online ahead of print.,Shamil MS,Cognit Comput,2021,2021/03/01,PMC7893846,,10.1007/s12559-020-09801-w
876,33558794,Yes,Compartmental,Covid-19,Mathematical modeling of coronavirus disease COVID-19 dynamics using CF and ABC non-singular fractional derivatives,"Panwar VS, Sheik Uduman PS, Gómez-Aguilar JF.",Chaos Solitons Fractals. 2021 Apr;145:110757. doi: 10.1016/j.chaos.2021.110757. Epub 2021 Feb 4.,Panwar VS,Chaos Solitons Fractals,2021,2021/02/09,PMC7859658,,10.1016/j.chaos.2021.110757
877,33639138,Yes,Compartmental,General (theoretical model),Reacting to outbreaks at neighboring localities,"Eksin C, Ndeffo-Mbah M, Weitz JS.",J Theor Biol. 2021 Jul 7;520:110632. doi: 10.1016/j.jtbi.2021.110632. Epub 2021 Feb 25.,Eksin C,J Theor Biol,2021,2021/02/27,PMC7904447,,10.1016/j.jtbi.2021.110632
